term	valence	score	score-socal	POS
multi-faceted	positive	0.4	2	ajdective
larger-than-life	positive	0.4	2	ajdective
personable	positive	0.4	2	ajdective
workmanlike	positive	0.4	2	ajdective
eye-popping	positive	0.4	2	ajdective
stimulating	positive	0.4	2	ajdective
affectionate	positive	0.4	2	ajdective
hyperkinetic	positive	0.4	2	ajdective
multi-dimensional	positive	0.4	2	ajdective
glamorous	positive	0.4	2	ajdective
artistical	positive	0.4	2	ajdective
chuckle-worthy	positive	0.4	2	ajdective
chivalrous	positive	0.4	2	ajdective
well-behaved	positive	0.4	2	ajdective
vigorous	positive	0.4	2	ajdective
peppy	positive	0.4	2	ajdective
not_(bad)	positive	0.4	2	ajdective
high-performance	positive	0.4	2	ajdective
redepemption	positive	0.4	2	ajdective
hip	positive	0.4	2	ajdective
worth-while	positive	0.4	2	ajdective
well-regarded	positive	0.4	2	ajdective
well-received	positive	0.4	2	ajdective
well-managed	positive	0.4	2	ajdective
warmhearted	positive	0.4	2	ajdective
venerable	positive	0.4	2	ajdective
unpretentious	positive	0.4	2	ajdective
trustworthy	positive	0.4	2	ajdective
suave	positive	0.4	2	ajdective
studious	positive	0.4	2	ajdective
stirring	positive	0.4	2	ajdective
stately	positive	0.4	2	ajdective
savvy	positive	0.4	2	ajdective
rosy	positive	0.4	2	ajdective
reverent	positive	0.4	2	ajdective
proactive	positive	0.4	2	ajdective
posh	positive	0.4	2	ajdective
pithy	positive	0.4	2	ajdective
optimal	positive	0.4	2	ajdective
nurturing	positive	0.4	2	ajdective
likable	positive	0.4	2	ajdective
irrefutable	positive	0.4	2	ajdective
ingratiating	positive	0.4	2	ajdective
indestructible	positive	0.4	2	ajdective
indefatigable	positive	0.4	2	ajdective
incisive	positive	0.4	2	ajdective
humane	positive	0.4	2	ajdective
heartening	positive	0.4	2	ajdective
harmonious	positive	0.4	2	ajdective
gracious	positive	0.4	2	ajdective
fragrant	positive	0.4	2	ajdective
feisty	positive	0.4	2	ajdective
fashionable	positive	0.4	2	ajdective
entertaining	positive	0.4	2	ajdective
enduring	positive	0.4	2	ajdective
easygoing	positive	0.4	2	ajdective
dignified	positive	0.4	2	ajdective
dextrous	positive	0.4	2	ajdective
dedicated	positive	0.4	2	ajdective
courtly	positive	0.4	2	ajdective
comely	positive	0.4	2	ajdective
arresting	positive	0.4	2	ajdective
auspicious	positive	0.4	2	ajdective
timely	positive	0.4	2	ajdective
sustainable	positive	0.4	2	ajdective
self-sufficient	positive	0.4	2	ajdective
resurgent	positive	0.4	2	ajdective
resilient	positive	0.4	2	ajdective
prosperous	positive	0.4	2	ajdective
principled	positive	0.4	2	ajdective
polished	positive	0.4	2	ajdective
nourishing	positive	0.4	2	ajdective
lucrative	positive	0.4	2	ajdective
low-risk	positive	0.4	2	ajdective
improved	positive	0.4	2	ajdective
favored	positive	0.4	2	ajdective
enhanced	positive	0.4	2	ajdective
boisterous	positive	0.4	2	ajdective
digital	positive	0.2	1	ajdective
non-smoking	positive	0.2	1	ajdective
extra	positive	0.2	1	ajdective
shrewd	positive	0.2	1	ajdective
subtle	positive	0.2	1	ajdective
undying	positive	0.2	1	ajdective
able	positive	0.2	1	ajdective
academic	positive	0.2	1	ajdective
acceptable	positive	0.2	1	ajdective
accord-based	positive	0.2	1	ajdective
adequate	positive	0.2	1	ajdective
adequate-borderline	positive	0.2	1	ajdective
aerodynamic	positive	0.2	1	ajdective
age-old	positive	0.2	1	ajdective
all-purpose	positive	0.2	1	ajdective
all-time	positive	0.2	1	ajdective
all-weather	positive	0.2	1	ajdective
appropriate	positive	0.2	1	ajdective
archetypal	positive	0.2	1	ajdective
artsy	positive	0.2	1	ajdective
aspiring	positive	0.2	1	ajdective
assertive	positive	0.2	1	ajdective
authentic	positive	0.2	1	ajdective
auto-focus	positive	0.2	1	ajdective
automatic	positive	0.2	1	ajdective
automatically-bestselling	positive	0.2	1	ajdective
auto-tilting	positive	0.2	1	ajdective
auxiliary	positive	0.2	1	ajdective
average	positive	0.2	1	ajdective
averaged-sized	positive	0.2	1	ajdective
average-good	positive	0.2	1	ajdective
average-sized	positive	0.2	1	ajdective
balanced	positive	0.2	1	ajdective
believable	positive	0.2	1	ajdective
big	positive	0.2	1	ajdective
blameless	positive	0.2	1	ajdective
book-lined	positive	0.2	1	ajdective
bouncy	positive	0.2	1	ajdective
careful	positive	0.2	1	ajdective
casual	positive	0.2	1	ajdective
cavernous	positive	0.2	1	ajdective
celestial	positive	0.2	1	ajdective
central	positive	0.2	1	ajdective
ceremonial	positive	0.2	1	ajdective
challenging	positive	0.2	1	ajdective
civil	positive	0.2	1	ajdective
civilized	positive	0.2	1	ajdective
classical	positive	0.2	1	ajdective
climate-control	positive	0.2	1	ajdective
cloudless	positive	0.2	1	ajdective
collectible	positive	0.2	1	ajdective
color-matched	positive	0.2	1	ajdective
comedic	positive	0.2	1	ajdective
comic	positive	0.2	1	ajdective
comical	positive	0.2	1	ajdective
commensurate	positive	0.2	1	ajdective
comparable	positive	0.2	1	ajdective
compatible	positive	0.2	1	ajdective
competitive	positive	0.2	1	ajdective
complementary	positive	0.2	1	ajdective
complete	positive	0.2	1	ajdective
comprehensible	positive	0.2	1	ajdective
concrete	positive	0.2	1	ajdective
conscious	positive	0.2	1	ajdective
contemporary	positive	0.2	1	ajdective
controllable	positive	0.2	1	ajdective
credible	positive	0.2	1	ajdective
customary	positive	0.2	1	ajdective
dainty	positive	0.2	1	ajdective
danceable	positive	0.2	1	ajdective
decent	positive	0.2	1	ajdective
decisive	positive	0.2	1	ajdective
detailed	positive	0.2	1	ajdective
distinctive	positive	0.2	1	ajdective
do-it-yourself	positive	0.2	1	ajdective
double-duty	positive	0.2	1	ajdective
down-to-earth	positive	0.2	1	ajdective
drama-free	positive	0.2	1	ajdective
early	positive	0.2	1	ajdective
earthly	positive	0.2	1	ajdective
eclectic	positive	0.2	1	ajdective
effective	positive	0.2	1	ajdective
electric	positive	0.2	1	ajdective
electrical	positive	0.2	1	ajdective
equal	positive	0.2	1	ajdective
equitable	positive	0.2	1	ajdective
erudite	positive	0.2	1	ajdective
european	positive	0.2	1	ajdective
evident	positive	0.2	1	ajdective
exempt	positive	0.2	1	ajdective
extendable	positive	0.2	1	ajdective
factual	positive	0.2	1	ajdective
fair	positive	0.2	1	ajdective
fairground-inspired	positive	0.2	1	ajdective
familiar	positive	0.2	1	ajdective
fiery	positive	0.2	1	ajdective
firm	positive	0.2	1	ajdective
first	positive	0.2	1	ajdective
fit	positive	0.2	1	ajdective
fitting	positive	0.2	1	ajdective
flashy	positive	0.2	1	ajdective
flavored	positive	0.2	1	ajdective
flirtatious	positive	0.2	1	ajdective
flush	positive	0.2	1	ajdective
foolproof	positive	0.2	1	ajdective
forgivable	positive	0.2	1	ajdective
four-way	positive	0.2	1	ajdective
frameless	positive	0.2	1	ajdective
frequent	positive	0.2	1	ajdective
functional	positive	0.2	1	ajdective
funky	positive	0.2	1	ajdective
giant	positive	0.2	1	ajdective
giddy	positive	0.2	1	ajdective
gigantic	positive	0.2	1	ajdective
global	positive	0.2	1	ajdective
glossy	positive	0.2	1	ajdective
golden	positive	0.2	1	ajdective
good-intentioned	positive	0.2	1	ajdective
gradual	positive	0.2	1	ajdective
grandiose	positive	0.2	1	ajdective
green	positive	0.2	1	ajdective
grown-up	positive	0.2	1	ajdective
hand-written	positive	0.2	1	ajdective
high-up	positive	0.2	1	ajdective
home-made	positive	0.2	1	ajdective
hot	positive	0.2	1	ajdective
huge	positive	0.2	1	ajdective
humanistic	positive	0.2	1	ajdective
humongous	positive	0.2	1	ajdective
hypnotic	positive	0.2	1	ajdective
immediate	positive	0.2	1	ajdective
immense	positive	0.2	1	ajdective
impenetrable	positive	0.2	1	ajdective
independent	positive	0.2	1	ajdective
indigenous	positive	0.2	1	ajdective
infinite	positive	0.2	1	ajdective
informal	positive	0.2	1	ajdective
innocuous	positive	0.2	1	ajdective
inoffensive	positive	0.2	1	ajdective
inquisitive	positive	0.2	1	ajdective
intact	positive	0.2	1	ajdective
intangible	positive	0.2	1	ajdective
intimate	positive	0.2	1	ajdective
intricate	positive	0.2	1	ajdective
introspective	positive	0.2	1	ajdective
invincible	positive	0.2	1	ajdective
invisible	positive	0.2	1	ajdective
jazzy	positive	0.2	1	ajdective
karmic	positive	0.2	1	ajdective
laid-back	positive	0.2	1	ajdective
relaxing	positive	0.2	1	ajdective
latent	positive	0.2	1	ajdective
latest	positive	0.2	1	ajdective
legal	positive	0.2	1	ajdective
legible	positive	0.2	1	ajdective
legitimate	positive	0.2	1	ajdective
less-expensive	positive	0.2	1	ajdective
liveable	positive	0.2	1	ajdective
logical	positive	0.2	1	ajdective
long-running	positive	0.2	1	ajdective
long-standing	positive	0.2	1	ajdective
low-abrasive	positive	0.2	1	ajdective
low-cost	positive	0.2	1	ajdective
lower-cost	positive	0.2	1	ajdective
lower-priced	positive	0.2	1	ajdective
low-speed	positive	0.2	1	ajdective
lucid	positive	0.2	1	ajdective
manageable	positive	0.2	1	ajdective
maternal	positive	0.2	1	ajdective
mature	positive	0.2	1	ajdective
maximum	positive	0.2	1	ajdective
mellow	positive	0.2	1	ajdective
meticulous	positive	0.2	1	ajdective
mighty	positive	0.2	1	ajdective
mild	positive	0.2	1	ajdective
much-used	positive	0.2	1	ajdective
native	positive	0.2	1	ajdective
new-classic	positive	0.2	1	ajdective
newfound	positive	0.2	1	ajdective
no-holds-barred	positive	0.2	1	ajdective
notable	positive	0.2	1	ajdective
noteable	positive	0.2	1	ajdective
noticeable	positive	0.2	1	ajdective
obtainable	positive	0.2	1	ajdective
one-on-one	positive	0.2	1	ajdective
operational	positive	0.2	1	ajdective
operative	positive	0.2	1	ajdective
optional	positive	0.2	1	ajdective
original	positive	0.2	1	ajdective
palatable	positive	0.2	1	ajdective
performance-oriented	positive	0.2	1	ajdective
persuasive	positive	0.2	1	ajdective
plausible	positive	0.2	1	ajdective
possible	positive	0.2	1	ajdective
potent	positive	0.2	1	ajdective
practical	positive	0.2	1	ajdective
precision	positive	0.2	1	ajdective
preferable	positive	0.2	1	ajdective
prominent	positive	0.2	1	ajdective
prompt	positive	0.2	1	ajdective
proper	positive	0.2	1	ajdective
proud	positive	0.2	1	ajdective
pure	positive	0.2	1	ajdective
quasi-luxury	positive	0.2	1	ajdective
quiet	positive	0.2	1	ajdective
quirky	positive	0.2	1	ajdective
rare	positive	0.2	1	ajdective
readable	positive	0.2	1	ajdective
ready	positive	0.2	1	ajdective
ready-to-pop	positive	0.2	1	ajdective
real	positive	0.2	1	ajdective
realistic	positive	0.2	1	ajdective
real-life	positive	0.2	1	ajdective
real-world	positive	0.2	1	ajdective
reasonable	positive	0.2	1	ajdective
receptive	positive	0.2	1	ajdective
recognisable	positive	0.2	1	ajdective
recognizable	positive	0.2	1	ajdective
recoverable	positive	0.2	1	ajdective
redeeming	positive	0.2	1	ajdective
regular	positive	0.2	1	ajdective
relevant	positive	0.2	1	ajdective
reminiscent	positive	0.2	1	ajdective
respectable	positive	0.2	1	ajdective
respectful	positive	0.2	1	ajdective
responsible	positive	0.2	1	ajdective
responsive	positive	0.2	1	ajdective
restraint	positive	0.2	1	ajdective
right	positive	0.2	1	ajdective
rustic	positive	0.2	1	ajdective
safe	positive	0.2	1	ajdective
saleable	positive	0.2	1	ajdective
sane	positive	0.2	1	ajdective
satisfactory	positive	0.2	1	ajdective
scholarly	positive	0.2	1	ajdective
scientific	positive	0.2	1	ajdective
secure	positive	0.2	1	ajdective
sedate	positive	0.2	1	ajdective
sensitive	positive	0.2	1	ajdective
sexual	positive	0.2	1	ajdective
sharp	positive	0.2	1	ajdective
significant	positive	0.2	1	ajdective
silver	positive	0.2	1	ajdective
sizable	positive	0.2	1	ajdective
slender	positive	0.2	1	ajdective
slim	positive	0.2	1	ajdective
smooth	positive	0.2	1	ajdective
social	positive	0.2	1	ajdective
soft	positive	0.2	1	ajdective
solemn	positive	0.2	1	ajdective
solid	positive	0.2	1	ajdective
soulful	positive	0.2	1	ajdective
space-age	positive	0.2	1	ajdective
speedy	positive	0.2	1	ajdective
spontaneous	positive	0.2	1	ajdective
springy	positive	0.2	1	ajdective
stable	positive	0.2	1	ajdective
stand-alone	positive	0.2	1	ajdective
standard	positive	0.2	1	ajdective
stand-out	positive	0.2	1	ajdective
steady	positive	0.2	1	ajdective
straightforward	positive	0.2	1	ajdective
straight-forward	positive	0.2	1	ajdective
straight-line	positive	0.2	1	ajdective
striking	positive	0.2	1	ajdective
style-fest	positive	0.2	1	ajdective
substantial	positive	0.2	1	ajdective
sufficient	positive	0.2	1	ajdective
suitable	positive	0.2	1	ajdective
sultry	positive	0.2	1	ajdective
supportive	positive	0.2	1	ajdective
tall	positive	0.2	1	ajdective
tan	positive	0.2	1	ajdective
tangible	positive	0.2	1	ajdective
tasteful	positive	0.2	1	ajdective
technological	positive	0.2	1	ajdective
tempting	positive	0.2	1	ajdective
thankful	positive	0.2	1	ajdective
trusty	positive	0.2	1	ajdective
typical	positive	0.2	1	ajdective
understandable	positive	0.2	1	ajdective
unorthodox	positive	0.2	1	ajdective
unusual	positive	0.2	1	ajdective
urban	positive	0.2	1	ajdective
usable	positive	0.2	1	ajdective
useable	positive	0.2	1	ajdective
useful	positive	0.2	1	ajdective
user-accessible	positive	0.2	1	ajdective
usual	positive	0.2	1	ajdective
valid	positive	0.2	1	ajdective
vast	positive	0.2	1	ajdective
viewable	positive	0.2	1	ajdective
vital	positive	0.2	1	ajdective
warm	positive	0.2	1	ajdective
watchable	positive	0.2	1	ajdective
whimsical	positive	0.2	1	ajdective
wholesome	positive	0.2	1	ajdective
willing	positive	0.2	1	ajdective
workable	positive	0.2	1	ajdective
worth	positive	0.2	1	ajdective
young	positive	0.2	1	ajdective
antique	positive	0.2	1	ajdective
easy	positive	0.2	1	ajdective
futurisitic	positive	0.2	1	ajdective
action	positive	0.2	1	ajdective
action-adventure	positive	0.2	1	ajdective
agile	positive	0.2	1	ajdective
all-around	positive	0.2	1	ajdective
all-clear	positive	0.2	1	ajdective
allowable	positive	0.2	1	ajdective
bite-sized	positive	0.2	1	ajdective
bouncy	positive	0.2	1	ajdective
character-driven	positive	0.2	1	ajdective
charitable	positive	0.2	1	ajdective
compact	positive	0.2	1	ajdective
cooler-headed	positive	0.2	1	ajdective
distinct	positive	0.2	1	ajdective
down-home	positive	0.2	1	ajdective
explanatory	positive	0.2	1	ajdective
high-profile	positive	0.2	1	ajdective
high-speed	positive	0.2	1	ajdective
industry-standard	positive	0.2	1	ajdective
manly	positive	0.2	1	ajdective
moderately-priced	positive	0.2	1	ajdective
modest	positive	0.2	1	ajdective
mystic	positive	0.2	1	ajdective
novel	positive	0.2	1	ajdective
observant	positive	0.2	1	ajdective
official	positive	0.2	1	ajdective
okay	positive	0.2	1	ajdective
opportune	positive	0.2	1	ajdective
prime	positive	0.2	1	ajdective
shiny	positive	0.2	1	ajdective
sizzling	positive	0.2	1	ajdective
sure	positive	0.2	1	ajdective
suspensful	positive	0.2	1	ajdective
tolerant	positive	0.2	1	ajdective
uncanny	positive	0.2	1	ajdective
unconventional	positive	0.2	1	ajdective
unpredictable	positive	0.2	1	ajdective
virginal	positive	0.2	1	ajdective
dramatic	positive	0.2	1	ajdective
tropical	positive	0.2	1	ajdective
tolerable	positive	0.2	1	ajdective
streetwise	positive	0.2	1	ajdective
famed	positive	0.2	1	ajdective
wacky	positive	0.2	1	ajdective
hi-larious	positive	0.2	1	ajdective
self-respecting	positive	0.2	1	ajdective
unbridled	positive	0.2	1	ajdective
cheery	positive	0.2	1	ajdective
ultimate	positive	0.2	1	ajdective
uncompromising	positive	0.2	1	ajdective
seductive	positive	0.2	1	ajdective
ok	positive	0.2	1	ajdective
half-price	positive	0.2	1	ajdective
sound	positive	0.2	1	ajdective
gleaming	positive	0.2	1	ajdective
chummy	positive	0.2	1	ajdective
soothing	positive	0.2	1	ajdective
lightweight	positive	0.2	1	ajdective
wry	positive	0.2	1	ajdective
well-informed	positive	0.2	1	ajdective
well-connected	positive	0.2	1	ajdective
unfettered	positive	0.2	1	ajdective
undaunted	positive	0.2	1	ajdective
unconcerned	positive	0.2	1	ajdective
tidy	positive	0.2	1	ajdective
serene	positive	0.2	1	ajdective
scrupulous	positive	0.2	1	ajdective
sanguine	positive	0.2	1	ajdective
rational	positive	0.2	1	ajdective
priviledged	positive	0.2	1	ajdective
plush	positive	0.2	1	ajdective
patriotic	positive	0.2	1	ajdective
offbeat	positive	0.2	1	ajdective
nimble	positive	0.2	1	ajdective
moderate	positive	0.2	1	ajdective
lionhearted	positive	0.2	1	ajdective
law-abiding	positive	0.2	1	ajdective
just	positive	0.2	1	ajdective
incorruptible	positive	0.2	1	ajdective
impregnable	positive	0.2	1	ajdective
impervious	positive	0.2	1	ajdective
harmless	positive	0.2	1	ajdective
fancy	positive	0.2	1	ajdective
excusable	positive	0.2	1	ajdective
ethical	positive	0.2	1	ajdective
deserved	positive	0.2	1	ajdective
content	positive	0.2	1	ajdective
conscientious	positive	0.2	1	ajdective
congenial	positive	0.2	1	ajdective
amicable	positive	0.2	1	ajdective
untouched	positive	0.2	1	ajdective
unscathed	positive	0.2	1	ajdective
unencumbered	positive	0.2	1	ajdective
unbiased	positive	0.2	1	ajdective
trim	positive	0.2	1	ajdective
thrifty	positive	0.2	1	ajdective
temperate	positive	0.2	1	ajdective
swift	positive	0.2	1	ajdective
substantive	positive	0.2	1	ajdective
restful	positive	0.2	1	ajdective
profitable	positive	0.2	1	ajdective
productive	positive	0.2	1	ajdective
pertinent	positive	0.2	1	ajdective
painless	positive	0.2	1	ajdective
lenient	positive	0.2	1	ajdective
historic	positive	0.2	1	ajdective
fertile	positive	0.2	1	ajdective
efficacious	positive	0.2	1	ajdective
cost-effective	positive	0.2	1	ajdective
benign	positive	0.2	1	ajdective
beneficial	positive	0.2	1	ajdective
austere	positive	0.2	1	ajdective
better	negative	0	0	ajdective
expensive	negative	-0.2	-1	ajdective
dummy	negative	-0.2	-1	ajdective
r-rated	negative	-0.2	-1	ajdective
rainy	negative	-0.2	-1	ajdective
torrid	negative	-0.2	-1	ajdective
absent	negative	-0.2	-1	ajdective
alcoholic	negative	-0.2	-1	ajdective
ambitious	negative	-0.2	-1	ajdective
analytical	negative	-0.2	-1	ajdective
apologetic	negative	-0.2	-1	ajdective
as-is	negative	-0.2	-1	ajdective
asthmatic	negative	-0.2	-1	ajdective
bare	negative	-0.2	-1	ajdective
base-level	negative	-0.2	-1	ajdective
bearable	negative	-0.2	-1	ajdective
beefy	negative	-0.2	-1	ajdective
blank	negative	-0.2	-1	ajdective
blunt	negative	-0.2	-1	ajdective
borderline	negative	-0.2	-1	ajdective
boxy	negative	-0.2	-1	ajdective
brain-racking	negative	-0.2	-1	ajdective
brave	negative	-0.2	-1	ajdective
brief	negative	-0.2	-1	ajdective
bumpy	negative	-0.2	-1	ajdective
businesslike	negative	-0.2	-1	ajdective
busy	negative	-0.2	-1	ajdective
cautious	negative	-0.2	-1	ajdective
c-class	negative	-0.2	-1	ajdective
childlike	negative	-0.2	-1	ajdective
child-like	negative	-0.2	-1	ajdective
chilly	negative	-0.2	-1	ajdective
choppy	negative	-0.2	-1	ajdective
clinical	negative	-0.2	-1	ajdective
cloudy	negative	-0.2	-1	ajdective
cold	negative	-0.2	-1	ajdective
commercial	negative	-0.2	-1	ajdective
complex	negative	-0.2	-1	ajdective
compulsive	negative	-0.2	-1	ajdective
conservative	negative	-0.2	-1	ajdective
controversial	negative	-0.2	-1	ajdective
conventional	negative	-0.2	-1	ajdective
