term	valence	subjectivity
stylishly	positive	strongsubj
suave	positive	strongsubj
subjugate	negative	strongsubj
subjugation	negative	strongsubj
sublime	positive	strongsubj
subservience	negative	strongsubj
subservient	negative	strongsubj
succumb	negative	strongsubj
sucker	negative	strongsubj
sufferer	negative	strongsubj
sufferers	negative	strongsubj
suffering	negative	strongsubj
suffocate	negative	strongsubj
sugar-coat	negative	strongsubj
sugar-coated	negative	strongsubj
sugarcoated	negative	strongsubj
sulk	negative	strongsubj
sullen	negative	strongsubj
sully	negative	strongsubj
sumptuous	positive	strongsubj
sumptuously	positive	strongsubj
sumptuousness	positive	strongsubj
sunder	negative	strongsubj
super	positive	strongsubj
superb	positive	strongsubj
superbly	positive	strongsubj
superficial	negative	strongsubj
superficiality	negative	strongsubj
superficially	negative	strongsubj
superfluous	negative	strongsubj
superiority	negative	strongsubj
superlative	positive	strongsubj
superstition	negative	strongsubj
superstitious	negative	strongsubj
support	positive	strongsubj
supporter	positive	strongsubj
supportive	positive	strongsubj
suppose	neutral	strongsubj
supposing	neutral	strongsubj
supremacy	negative	strongsubj
supreme	positive	strongsubj
supremely	positive	strongsubj
supurb	positive	strongsubj
supurbly	positive	strongsubj
sure	positive	strongsubj
surely	positive	strongsubj
surge	positive	strongsubj
surging	positive	strongsubj
surmise	positive	strongsubj
surmount	positive	strongsubj
surpass	positive	strongsubj
surprise	neutral	strongsubj
surprising	neutral	strongsubj
surprisingly	neutral	strongsubj
suspicions	negative	strongsubj
suspicious	negative	strongsubj
suspiciously	negative	strongsubj
swagger	negative	strongsubj
swamped	negative	strongsubj
swear	negative	strongsubj
sweeping	positive	strongsubj
swindle	negative	strongsubj
swipe	negative	strongsubj
swore	negative	strongsubj
sworn	positive	strongsubj
sympathetic	negative	strongsubj
sympathetically	negative	strongsubj
sympathies	negative	strongsubj
sympathize	negative	strongsubj
sympathy	negative	strongsubj
taboo	negative	strongsubj
tact	positive	strongsubj
taint	negative	strongsubj
tainted	negative	strongsubj
talent	positive	strongsubj
talented	positive	strongsubj
tantalizing	positive	strongsubj
tantalizingly	positive	strongsubj
tantamount	neutral	strongsubj
tantrum	negative	strongsubj
tattered	negative	strongsubj
taunt	negative	strongsubj
taunting	negative	strongsubj
tauntingly	negative	strongsubj
taunts	negative	strongsubj
tawdry	negative	strongsubj
teasingly	negative	strongsubj
tedious	negative	strongsubj
tediously	negative	strongsubj
temerity	negative	strongsubj
temper	negative	strongsubj
tempt	positive	strongsubj
temptation	negative	strongsubj
tempting	positive	strongsubj
temptingly	positive	strongsubj
tenacious	positive	strongsubj
tenaciously	positive	strongsubj
tenacity	positive	strongsubj
terrible	negative	strongsubj
terribleness	negative	strongsubj
terribly	negative	strongsubj
terrific	positive	strongsubj
terrifically	positive	strongsubj
terrified	positive	strongsubj
terrify	positive	strongsubj
terrifying	positive	strongsubj
terrifyingly	positive	strongsubj
terror	negative	strongsubj
terror-genic	negative	strongsubj
terrorize	negative	strongsubj
thank	positive	strongsubj
thankful	positive	strongsubj
thankfully	positive	strongsubj
thankless	negative	strongsubj
theoretize	neutral	strongsubj
therefore	neutral	strongsubj
think	neutral	strongsubj
thinkable	positive	strongsubj
thinking	neutral	strongsubj
thirst	negative	strongsubj
thorny	negative	strongsubj
though	neutral	strongsubj
thoughtful	positive	strongsubj
thoughtfully	positive	strongsubj
thoughtfulness	positive	strongsubj
thoughtless	negative	strongsubj
thoughtlessly	negative	strongsubj
thoughtlessness	negative	strongsubj
thrill	positive	strongsubj
thrilling	positive	strongsubj
thrillingly	positive	strongsubj
thrills	positive	strongsubj
throttle	negative	strongsubj
thus	neutral	strongsubj
thusly	neutral	strongsubj
thwart	negative	strongsubj
tidy	positive	strongsubj
time-honored	positive	strongsubj
timid	negative	strongsubj
timidity	negative	strongsubj
timidly	negative	strongsubj
timidness	negative	strongsubj
tingle	positive	strongsubj
tint	neutral	strongsubj
tired	negative	strongsubj
tiresome	negative	strongsubj
tiring	negative	strongsubj
tiringly	negative	strongsubj
titillating	positive	strongsubj
titillatingly	positive	strongsubj
toast	positive	strongsubj
togetherness	positive	strongsubj
toil	negative	strongsubj
tolerable	positive	strongsubj
tolerably	positive	strongsubj
tolerance	positive	strongsubj
tolerantly	positive	strongsubj
torment	negative	strongsubj
tormented	negative	strongsubj
torrent	negative	strongsubj
torrid	positive	strongsubj
torridly	positive	strongsubj
tortuous	negative	strongsubj
torturous	negative	strongsubj
torturously	negative	strongsubj
touches	neutral	strongsubj
touchy	negative	strongsubj
toughness	negative	strongsubj
traduce	negative	strongsubj
tragic	negative	strongsubj
tragically	negative	strongsubj
traitor	negative	strongsubj
traitorous	negative	strongsubj
traitorously	negative	strongsubj
tramp	negative	strongsubj
trample	negative	strongsubj
tranquil	positive	strongsubj
tranquility	positive	strongsubj
trauma	negative	strongsubj
traumatic	negative	strongsubj
traumatically	negative	strongsubj
traumatize	negative	strongsubj
traumatized	negative	strongsubj
travesties	negative	strongsubj
travesty	negative	strongsubj
treachery	negative	strongsubj
treason	negative	strongsubj
treasonous	negative	strongsubj
treasure	positive	strongsubj
tremendous	positive	strongsubj
tremendously	positive	strongsubj
trendy	positive	strongsubj
trepidation	positive	strongsubj
tribute	positive	strongsubj
trick	negative	strongsubj
tricky	negative	strongsubj
trickery	negative	strongsubj
triumph	positive	strongsubj
triumphal	positive	strongsubj
triumphant	positive	strongsubj
triumphantly	positive	strongsubj
trivial	negative	strongsubj
trivialize	negative	strongsubj
trivially	negative	strongsubj
trouble	negative	strongsubj
troublemaker	negative	strongsubj
troublesome	negative	strongsubj
troublesomely	negative	strongsubj
troubling	negative	strongsubj
troublingly	negative	strongsubj
truculent	positive	strongsubj
truculently	positive	strongsubj
true	positive	strongsubj
truly	positive	strongsubj
trump	positive	strongsubj
trumpet	positive	strongsubj
trusting	positive	strongsubj
trustingly	positive	strongsubj
trustworthiness	positive	strongsubj
trustworthy	positive	strongsubj
truth	positive	strongsubj
truthful	positive	strongsubj
truthfully	positive	strongsubj
truthfulness	positive	strongsubj
turmoil	negative	strongsubj
twinkly	positive	strongsubj
twist	negative	strongsubj
twisted	negative	strongsubj
tyrannical	negative	strongsubj
tyrannically	negative	strongsubj
tyranny	negative	strongsubj
tyrant	negative	strongsubj
ugh	negative	strongsubj
ugliness	negative	strongsubj
ugly	negative	strongsubj
ulterior	negative	strongsubj
ultimate	positive	strongsubj
ultimately	positive	strongsubj
ultimatum	negative	strongsubj
ultimatums	negative	strongsubj
ultra	positive	strongsubj
ultra-hardline	negative	strongsubj
unabashed	positive	strongsubj
unabashedly	positive	strongsubj
unacceptable	negative	strongsubj
unacceptablely	negative	strongsubj
unanimous	positive	strongsubj
unassailable	positive	strongsubj
unattractive	negative	strongsubj
unbearable	negative	strongsubj
unbearablely	negative	strongsubj
unbelievable	negative	strongsubj
unbelievably	negative	strongsubj
unbosom	positive	strongsubj
uncivil	negative	strongsubj
uncivilized	negative	strongsubj
unclean	negative	strongsubj
uncommon	positive	strongsubj
uncommonly	positive	strongsubj
uncompromising	negative	strongsubj
uncompromisingly	negative	strongsubj
unconcerned	positive	strongsubj
unconvincing	negative	strongsubj
unconvincingly	negative	strongsubj
uncouth	negative	strongsubj
undaunted	positive	strongsubj
undependability	negative	strongsubj
undependable	negative	strongsubj
underdog	negative	strongsubj
underestimate	negative	strongsubj
underlings	negative	strongsubj
undermine	negative	strongsubj
understand	positive	strongsubj
understandable	positive	strongsubj
understood	positive	strongsubj
understate	positive	strongsubj
understated	positive	strongsubj
understatedly	positive	strongsubj
undesirable	negative	strongsubj
undignified	negative	strongsubj
undisputable	positive	strongsubj
undisputably	positive	strongsubj
undoubted	positive	strongsubj
undoubtedly	positive	strongsubj
undue	negative	strongsubj
unease	negative	strongsubj
uneasily	negative	strongsubj
uneasiness	negative	strongsubj
uneasy	negative	strongsubj
unequal	negative	strongsubj
unequivocal	positive	strongsubj
unequivocally	positive	strongsubj
unethical	negative	strongsubj
unexpectedly	negative	strongsubj
unfair	negative	strongsubj
unfairly	negative	strongsubj
unfaithful	negative	strongsubj
unfaithfully	negative	strongsubj
unfavorable	negative	strongsubj
unfazed	positive	strongsubj
unfeeling	negative	strongsubj
unfettered	positive	strongsubj
unfit	negative	strongsubj
unforgettable	positive	strongsubj
unfortunate	negative	strongsubj
unfortunately	negative	strongsubj
unfounded	negative	strongsubj
unfriendly	negative	strongsubj
ungrateful	negative	strongsubj
ungovernable	negative	strongsubj
unhappily	negative	strongsubj
unhappiness	negative	strongsubj
unhappy	negative	strongsubj
unilateralism	negative	strongsubj
unimaginable	negative	strongsubj
unimaginably	negative	strongsubj
unimportant	negative	strongsubj
unipolar	negative	strongsubj
unjust	negative	strongsubj
unjustifiable	negative	strongsubj
unjustifiably	negative	strongsubj
unjustly	negative	strongsubj
unkind	negative	strongsubj
unkindly	negative	strongsubj
unlamentable	negative	strongsubj
unlamentably	negative	strongsubj
unleash	negative	strongsubj
unlucky	negative	strongsubj
unnaturally	negative	strongsubj
unnerve	negative	strongsubj
unnerved	negative	strongsubj
unnerving	negative	strongsubj
unnervingly	negative	strongsubj
unorthodox	negative	strongsubj
unorthodoxy	negative	strongsubj
unparalleled	positive	strongsubj
unpleasant	negative	strongsubj
unpleasantries	negative	strongsubj
unpopular	negative	strongsubj
unprecedent	negative	strongsubj
unprecedented	negative	strongsubj
unpretentious	positive	strongsubj
unqualified	negative	strongsubj
unquestionable	positive	strongsubj
unquestionably	positive	strongsubj
unravel	negative	strongsubj
unrealistic	negative	strongsubj
unreasonable	negative	strongsubj
unreasonably	negative	strongsubj
unrelenting	negative	strongsubj
unrelentingly	negative	strongsubj
unreliability	negative	strongsubj
unreliable	negative	strongsubj
unrest	negative	strongsubj
unruly	negative	strongsubj
unsavory	negative	strongsubj
unscrupulous	negative	strongsubj
unscrupulously	negative	strongsubj
unseemly	negative	strongsubj
unselfish	positive	strongsubj
unsettle	negative	strongsubj
unsettling	negative	strongsubj
unsettlingly	negative	strongsubj
unsophisticated	negative	strongsubj
unsound	negative	strongsubj
unspeakable	negative	strongsubj
unspeakablely	negative	strongsubj
unsuspecting	negative	strongsubj
untenable	negative	strongsubj
unthinkable	negative	strongsubj
unthinkably	negative	strongsubj
untimely	negative	strongsubj
untrue	negative	strongsubj
untrustworthy	negative	strongsubj
untruthful	negative	strongsubj
unusually	negative	strongsubj
unwanted	negative	strongsubj
unwarranted	negative	strongsubj
unwelcome	negative	strongsubj
unwieldy	negative	strongsubj
unwilling	negative	strongsubj
unwillingly	negative	strongsubj
unwillingness	negative	strongsubj
unwise	negative	strongsubj
unwisely	negative	strongsubj
unworkable	negative	strongsubj
unworthy	negative	strongsubj
unyielding	negative	strongsubj
upbeat	positive	strongsubj
upbraid	negative	strongsubj
upheaval	negative	strongsubj
upheld	positive	strongsubj
uphold	positive	strongsubj
uplifting	positive	strongsubj
upliftingly	positive	strongsubj
upliftment	positive	strongsubj
uproar	negative	strongsubj
uproarious	negative	strongsubj
uproariously	negative	strongsubj
uproarous	negative	strongsubj
uproarously	negative	strongsubj
upsetting	negative	strongsubj
upsettingly	negative	strongsubj
upside	positive	strongsubj
urge	positive	strongsubj
urgency	negative	strongsubj
usurp	negative	strongsubj
usurper	negative	strongsubj
utmost	positive	strongsubj
utter	negative	strongsubj
utterances	neutral	strongsubj
utterly	negative	strongsubj
uttermost	positive	strongsubj
vagrant	negative	strongsubj
vain	negative	strongsubj
vainly	negative	strongsubj
valiant	positive	strongsubj
valiantly	positive	strongsubj
valor	positive	strongsubj
valuable	positive	strongsubj
vanquish	positive	strongsubj
vehement	negative	strongsubj
vehemently	negative	strongsubj
venerable	positive	strongsubj
venerably	positive	strongsubj
vengeance	negative	strongsubj
vengeful	negative	strongsubj
vengefully	negative	strongsubj
vengefulness	negative	strongsubj
venom	negative	strongsubj
venomous	negative	strongsubj
venomously	negative	strongsubj
vent	negative	strongsubj
veritable	positive	strongsubj
vestiges	negative	strongsubj
veto	negative	strongsubj
vex	negative	strongsubj
vexation	negative	strongsubj
vexing	negative	strongsubj
vexingly	negative	strongsubj
vibrant	positive	strongsubj
vibrantly	positive	strongsubj
vice	negative	strongsubj
vicious	negative	strongsubj
viciously	negative	strongsubj
viciousness	negative	strongsubj
victimize	negative	strongsubj
vie	negative	strongsubj
view	neutral	strongsubj
viewpoints	neutral	strongsubj
views	neutral	strongsubj
vile	negative	strongsubj
vileness	negative	strongsubj
vilify	negative	strongsubj
villainous	negative	strongsubj
villainously	negative	strongsubj
villains	negative	strongsubj
villian	negative	strongsubj
villianous	negative	strongsubj
villianously	negative	strongsubj
villify	negative	strongsubj
vindicate	positive	strongsubj
vindictive	negative	strongsubj
vindictively	negative	strongsubj
vindictiveness	negative	strongsubj
violate	negative	strongsubj
violator	negative	strongsubj
virtue	positive	strongsubj
virtuous	positive	strongsubj
virtuously	positive	strongsubj
virulence	negative	strongsubj
virulent	negative	strongsubj
virulently	negative	strongsubj
virus	negative	strongsubj
visionary	positive	strongsubj
vital	positive	strongsubj
vitality	positive	strongsubj
vivacious	positive	strongsubj
vivid	positive	strongsubj
vociferous	negative	strongsubj
vociferously	negative	strongsubj
vouch	positive	strongsubj
vouchsafe	positive	strongsubj
vow	positive	strongsubj
vulgar	negative	strongsubj
vulnerable	positive	strongsubj
wail	negative	strongsubj
waning	negative	strongsubj
want	positive	strongsubj
wanton	negative	strongsubj
war-like	negative	strongsubj
warlike	negative	strongsubj
warmhearted	positive	strongsubj
warmly	positive	strongsubj
wary	negative	strongsubj
warily	negative	strongsubj
wariness	negative	strongsubj
watchdog	negative	strongsubj
wayward	negative	strongsubj
weaken	negative	strongsubj
weakening	negative	strongsubj
weakness	negative	strongsubj
weaknesses	negative	strongsubj
weariness	negative	strongsubj
wearisome	negative	strongsubj
weary	negative	strongsubj
wee	negative	strongsubj
weird	negative	strongsubj
weirdly	negative	strongsubj
welcome	positive	strongsubj
well-being	positive	strongsubj
well-connected	positive	strongsubj
well-informed	positive	strongsubj
well-intentioned	positive	strongsubj
well-managed	positive	strongsubj
well-received	positive	strongsubj
well-regarded	positive	strongsubj
well-run	positive	strongsubj
well-wishers	positive	strongsubj
wellbeing	positive	strongsubj
wheedle	negative	strongsubj
whimper	negative	strongsubj
whimsical	positive	strongsubj
whine	negative	strongsubj
whips	negative	strongsubj
wholeheartedly	positive	strongsubj
wholesome	positive	strongsubj
wicked	negative	strongsubj
wickedly	negative	strongsubj
wickedness	negative	strongsubj
wiles	negative	strongsubj
will	positive	strongsubj
willful	positive	strongsubj
willfully	positive	strongsubj
willing	positive	strongsubj
willingness	positive	strongsubj
wilt	negative	strongsubj
wily	negative	strongsubj
wince	negative	strongsubj
wink	positive	strongsubj
winnable	positive	strongsubj
winners	positive	strongsubj
wisdom	positive	strongsubj
wise	positive	strongsubj
wisely	positive	strongsubj
wish	positive	strongsubj
wishes	positive	strongsubj
wishing	positive	strongsubj
witty	positive	strongsubj
woe	negative	strongsubj
woebegone	negative	strongsubj
woeful	negative	strongsubj
woefully	negative	strongsubj
wonder	positive	strongsubj
wonderful	positive	strongsubj
wonderfully	positive	strongsubj
wonderous	positive	strongsubj
wonderously	positive	strongsubj
wondrous	positive	strongsubj
woo	positive	strongsubj
workable	positive	strongsubj
world-famous	positive	strongsubj
worried	negative	strongsubj
worriedly	negative	strongsubj
worrier	negative	strongsubj
worries	negative	strongsubj
worrisome	negative	strongsubj
worry	negative	strongsubj
worrying	negative	strongsubj
worryingly	negative	strongsubj
worse	negative	strongsubj
worsen	negative	strongsubj
worsening	negative	strongsubj
worst	negative	strongsubj
worth	positive	strongsubj
worth-while	positive	strongsubj
worthiness	positive	strongsubj
worthless	negative	strongsubj
worthlessly	negative	strongsubj
worthlessness	negative	strongsubj
worthwhile	positive	strongsubj
worthy	positive	strongsubj
wound	negative	strongsubj
wow	positive	strongsubj
wrangle	negative	strongsubj
wrath	negative	strongsubj
wrest	negative	strongsubj
wretch	negative	strongsubj
wretched	negative	strongsubj
wretchedly	negative	strongsubj
wretchedness	negative	strongsubj
wrongly	negative	strongsubj
wry	positive	strongsubj
yawn	negative	strongsubj
yeah	neutral	strongsubj
yearn	positive	strongsubj
yearning	positive	strongsubj
yearningly	positive	strongsubj
yelp	negative	strongsubj
yep	positive	strongsubj
yes	positive	strongsubj
zeal	positive	strongsubj
zealot	negative	strongsubj
zealous	negative	strongsubj
zealously	negative	strongsubj
zenith	positive	strongsubj
zest	positive	strongsubj
