term	valence	score	POS
full of life	positive	0.375	a
full of life	negative	-0.25	a
revived	positive	0.5	a
revived	negative	-0.125	a
reanimated	positive	0.5	a
reanimated	negative	-0.125	a
unanimated	positive	0.375	a
unanimated	negative	-0.5	a
lifeless	positive	0.25	a
wan	positive	0.25	a
wan	negative	-0.5	a
enlivened	positive	0.5	a
perked up	positive	0.875	a
unenlivened	negative	-0.625	a
anonymous	negative	-0.5	a
anon.	negative	-0.5	a
postmortem	negative	-0.125	a
postmortal	negative	-0.125	a
prevenient	positive	0.375	a
prevenient	negative	-0.125	a
anticipatory	positive	0.375	a
anticipatory	negative	-0.125	a
preexisting	negative	-0.375	a
preexistent	negative	-0.375	a
pre-existing	negative	-0.375	a
pre-existent	negative	-0.375	a
decurved	negative	-0.125	a
preceding	negative	-0.125	a
above	negative	-0.125	a
above-named	negative	-0.125	a
above-mentioned	negative	-0.125	a
consecutive	negative	-0.375	a
back-to-back	negative	-0.375	a
precedented	positive	0.375	a
unexampled	negative	-0.625	a
new	negative	-0.625	a
nonprehensile	negative	-0.125	a
prenatal	negative	-0.125	a
antepartum	negative	-0.125	a
antenatal	negative	-0.125	a
postpartum	negative	-0.125	a
postnatal	negative	-0.125	a
retrograde	negative	-0.125	a
anterograde	negative	-0.125	a
appealable	positive	0.5	a
unappealable	negative	-0.5	a
unappendaged	negative	-0.625	a
appetizing	positive	0.5	a
appetizing	negative	-0.25	a
appetising	positive	0.5	a
appetising	negative	-0.25	a
savoury	positive	0.625	a
savoury	negative	-0.25	a
savory	positive	0.625	a
savory	negative	-0.25	a
mouth-watering	positive	0.625	a
mouth-watering	negative	-0.25	a
unappetizing	negative	-0.75	a
unappetising	negative	-0.75	a
accessible	positive	0.125	a
accessible	negative	-0.125	a
unapproachable	negative	-0.375	a
standoffish	positive	0.125	a
standoffish	negative	-0.625	a
offish	positive	0.125	a
offish	negative	-0.625	a
pat	positive	0.5	a
inappropriate	positive	0.125	a
inappropriate	negative	-0.75	a
unbefitting	negative	-0.625	a
wrong	negative	-0.875	a
improper	negative	-0.875	a
payable	positive	0.125	a
payable	negative	-0.125	a
collectible	positive	0.125	a
collectible	negative	-0.125	a
collectable	positive	0.125	a
collectable	negative	-0.125	a
overdue	negative	-0.25	a
delinquent	negative	-0.25	a
undue	positive	0.125	a
undue	negative	-0.25	a
due	positive	0.75	a
undue	negative	-0.625	a
apropos	positive	0.5	a
apropos	negative	-0.125	a
pertinent	positive	0.375	a
pertinent	negative	-0.25	a
apt	positive	0.375	a
apt	negative	-0.25	a
apposite	positive	0.375	a
apposite	negative	-0.25	a
malapropos	positive	0.25	a
malapropos	negative	-0.75	a
out of place	positive	0.125	a
out of place	negative	-0.875	a
inapposite	positive	0.125	a
inapposite	negative	-0.875	a
a priori	positive	0.25	a
a posteriori	positive	0.125	a
apteral	negative	-0.5	a
porticoed	positive	0.375	a
amphistylar	positive	0.375	a
amphiprostyle	positive	0.375	a
amphiprostylar	positive	0.375	a
pseudoprostyle	positive	0.375	a
prostyle	positive	0.375	a
nonarbitrable	negative	-0.625	a
columned	positive	0.125	a
columnar	positive	0.375	a
columnar	negative	-0.25	a
colonnaded	positive	0.125	a
pillared	positive	0.125	a
uncolumned	negative	-0.5	a
noncolumned	negative	-0.5	a
astylar	negative	-0.25	a
unpillared	positive	0.125	a
unpillared	negative	-0.25	a
nonarboreal	negative	-0.625	a
sandy	negative	-0.125	a
sandlike	negative	-0.125	a
arenaceous	negative	-0.125	a
clayey	negative	-0.125	a
argillaceous	negative	-0.125	a
armed	positive	0.25	a
armed	negative	-0.125	a
unarmed	negative	-0.5	a
barehanded	positive	0.125	a
clean	positive	0.125	a
defenseless	negative	-0.125	a
defenceless	negative	-0.125	a
armoured	negative	-0.125	a
armored	negative	-0.125	a
steel-plated	negative	-0.375	a
armour-plated	negative	-0.375	a
armour-clad	negative	-0.375	a
armor-plated	negative	-0.375	a
armor-clad	negative	-0.375	a
bony-plated	negative	-0.5	a
bulletproof	positive	0.375	a
bulletproof	negative	-0.25	a
mailed	negative	-0.125	a
mail-clad	negative	-0.125	a
armed	negative	-0.125	a
thorny	negative	-0.375	a
spiny	negative	-0.375	a
setose	negative	-0.375	a
setaceous	negative	-0.375	a
prickly	negative	-0.375	a
burry	negative	-0.375	a
burred	negative	-0.375	a
bristly	negative	-0.375	a
bristled	negative	-0.375	a
briery	negative	-0.375	a
briary	negative	-0.375	a
barbellate	negative	-0.375	a
barbed	negative	-0.375	a
bristlelike	positive	0.25	a
bristlelike	negative	-0.25	a
brushlike	negative	-0.125	a
thistlelike	positive	0.25	a
thistlelike	negative	-0.25	a
taloned	negative	-0.25	a
clawed	negative	-0.25	a
unarmed	negative	-0.625	a
thornless	positive	0.125	a
thornless	negative	-0.375	a
spineless	positive	0.125	a
spineless	negative	-0.375	a
armlike	negative	-0.125	a
armoured	negative	-0.125	a
armored	negative	-0.125	a
bone-covered	negative	-0.125	a
unarmoured	negative	-0.125	a
unarmored	negative	-0.125	a
scaleless	negative	-0.625	a
artful	positive	0.625	a
wily	positive	0.625	a
wily	negative	-0.125	a
tricky	positive	0.625	a
tricky	negative	-0.125	a
tricksy	positive	0.625	a
tricksy	negative	-0.125	a
sly	positive	0.625	a
sly	negative	-0.125	a
slick	positive	0.625	a
slick	negative	-0.125	a
knavish	positive	0.625	a
knavish	negative	-0.125	a
guileful	positive	0.625	a
guileful	negative	-0.125	a
foxy	positive	0.625	a
foxy	negative	-0.125	a
dodgy	positive	0.625	a
dodgy	negative	-0.125	a
cunning	positive	0.625	a
cunning	negative	-0.125	a
crafty	positive	0.625	a
crafty	negative	-0.125	a
precious	positive	0.625	a
cute	positive	0.625	a
scheming	positive	0.125	a
designing	positive	0.125	a
deep	positive	0.625	a
elusive	positive	0.625	a
manipulative	positive	0.25	a
pawky	positive	0.125	a
pawky	negative	-0.25	a
artless	positive	0.25	a
artless	negative	-0.625	a
careless	positive	0.25	a
careless	negative	-0.375	a
articulate	positive	0.125	a
articulate	negative	-0.5	a
smooth-spoken	positive	0.375	a
smooth-spoken	negative	-0.125	a
silver-tongued	positive	0.375	a
silver-tongued	negative	-0.125	a
silver	positive	0.375	a
silver	negative	-0.125	a
fluent	positive	0.375	a
fluent	negative	-0.125	a
facile	positive	0.375	a
facile	negative	-0.125	a
eloquent	positive	0.375	a
eloquent	negative	-0.125	a
speech-endowed	positive	0.5	a
unarticulate	negative	-0.625	a
inarticulate	negative	-0.625	a
aphasic	negative	-0.75	a
voiceless	negative	-0.75	a
aphonic	negative	-0.75	a
tongue-tied	positive	0.125	a
tongue-tied	negative	-0.5	a
incoherent	positive	0.125	a
incoherent	negative	-0.5	a
wordless	positive	0.25	a
wordless	negative	-0.5	a
unspoken	positive	0.25	a
unspoken	negative	-0.5	a
tongueless	positive	0.25	a
tongueless	negative	-0.5	a
mute	positive	0.25	a
mute	negative	-0.5	a
speechless	negative	-0.625	a
dumb	negative	-0.625	a
unarticulated	negative	-0.5	a
speaking	positive	0.5	a
tongued	negative	-0.25	a
walk-on	negative	-0.5	a
nonspeaking	negative	-0.5	a
articulated	negative	-0.625	a
articulate	negative	-0.625	a
unarticulated	negative	-0.625	a
unjointed	negative	-0.5	a
ashamed	negative	-0.75	a
shamed	negative	-0.5	a
dishonored	negative	-0.5	a
disgraced	negative	-0.5	a
discredited	negative	-0.5	a
mortified	negative	-0.5	a
humiliated	negative	-0.5	a
embarrassed	negative	-0.5	a
shamefaced	positive	0.5	a
shamefaced	negative	-0.25	a
shamed	positive	0.5	a
shamed	negative	-0.25	a
hangdog	positive	0.5	a
hangdog	negative	-0.25	a
guilty	positive	0.5	a
guilty	negative	-0.25	a
sheepish	positive	0.5	a
sheepish	negative	-0.25	a
shamefaced	positive	0.5	a
shamefaced	negative	-0.25	a
unashamed	positive	0.25	a
unashamed	negative	-0.25	a
insolent	positive	0.75	a
insolent	negative	-0.125	a
brazen-faced	positive	0.75	a
brazen-faced	negative	-0.125	a
brazen	positive	0.75	a
brazen	negative	-0.125	a
brassy	positive	0.75	a
brassy	negative	-0.125	a
bodacious	positive	0.75	a
bodacious	negative	-0.125	a
barefaced	positive	0.75	a
barefaced	negative	-0.125	a
bald-faced	positive	0.75	a
bald-faced	negative	-0.125	a
audacious	positive	0.75	a
audacious	negative	-0.125	a
unblushing	positive	0.125	a
unblushing	negative	-0.625	a
shameless	positive	0.125	a
shameless	negative	-0.625	a
unembarrassed	negative	-0.375	a
unabashed	negative	-0.375	a
self-assertive	positive	0.625	a
self-assertive	negative	-0.25	a
self-asserting	positive	0.625	a
self-asserting	negative	-0.25	a
assertive	positive	0.625	a
assertive	negative	-0.25	a
cocky	positive	0.5	a
cocky	negative	-0.25	a
forceful	positive	0.25	a
emphatic	positive	0.25	a
unassertive	positive	0.625	a
nonassertive	positive	0.25	a
nonassertive	negative	-0.375	a
self-effacing	positive	0.125	a
self-effacing	negative	-0.25	a
retiring	positive	0.125	a
retiring	negative	-0.25	a
reticent	positive	0.125	a
reticent	negative	-0.25	a
associatory	negative	-0.625	a
associative	negative	-0.625	a
associable	positive	0.625	a
nonassociative	negative	-0.125	a
committed	positive	0.125	a
committed	negative	-0.125	a
attached	positive	0.125	a
attached	negative	-0.125	a
betrothed	positive	0.25	a
bespoken	positive	0.25	a
uncommitted	negative	-0.75	a
unattached	negative	-0.75	a
unpromised	negative	-0.625	a
unpledged	negative	-0.625	a
unengaged	negative	-0.625	a
affixed	positive	0.125	a
unaffixed	negative	-0.25	a
loose	negative	-0.25	a
stalkless	negative	-0.125	a
sessile	negative	-0.125	a
stalked	negative	-0.125	a
pedunculate	negative	-0.125	a
sessile	negative	-0.625	a
unattached	negative	-0.125	a
free-swimming	negative	-0.125	a
separate	negative	-0.5	a
freestanding	negative	-0.5	a
unstuck	positive	0.5	a
unstuck	negative	-0.25	a
attachable	positive	0.5	a
bondable	positive	0.5	a
bindable	positive	0.5	a
clip-on	positive	0.125	a
detachable	positive	0.25	a
clastic	positive	0.625	a
wary	positive	0.625	a
upon one's guard	positive	0.375	a
on your guard	positive	0.375	a
on one's guard	positive	0.375	a
on guard	positive	0.375	a
shy	positive	0.375	a
shy	negative	-0.125	a
unwary	positive	0.125	a
unwary	negative	-0.625	a
gullible	positive	0.5	a
gullible	negative	-0.125	a
unguarded	negative	-0.25	a
attentive	positive	0.25	a
wrapped	positive	0.25	a
wrapped	negative	-0.125	a
intent	positive	0.25	a
intent	negative	-0.125	a
enwrapped	positive	0.25	a
enwrapped	negative	-0.125	a
engrossed	positive	0.25	a
engrossed	negative	-0.125	a
captive	positive	0.25	a
captive	negative	-0.125	a
absorbed	positive	0.25	a
absorbed	negative	-0.125	a
heedful	positive	0.5	a
advertent	positive	0.5	a
observant	positive	0.5	a
oversolicitous	positive	0.125	a
oversolicitous	negative	-0.625	a
solicitous	positive	0.375	a
solicitous	negative	-0.125	a
inattentive	positive	0.25	a
inattentive	negative	-0.375	a
scatty	positive	0.375	a
scatty	negative	-0.125	a
abstracted	positive	0.375	a
abstracted	negative	-0.125	a
absentminded	positive	0.375	a
absentminded	negative	-0.125	a
absent	positive	0.375	a
absent	negative	-0.125	a
distrait	negative	-0.25	a
distracted	negative	-0.25	a
woolgathering	positive	0.25	a
woolgathering	negative	-0.25	a
moony	positive	0.25	a
moony	negative	-0.25	a
dreamy	positive	0.25	a
dreamy	negative	-0.25	a
yawning	positive	0.25	a
yawning	negative	-0.375	a
oscitant	positive	0.25	a
oscitant	negative	-0.375	a
drowsy	positive	0.25	a
drowsy	negative	-0.375	a
oblivious	positive	0.375	a
forgetful	positive	0.375	a
attractive	positive	0.875	a
fascinating	positive	0.5	a
entrancing	positive	0.5	a
enthralling	positive	0.5	a
enchanting	positive	0.5	a
captivating	positive	0.5	a
bewitching	positive	0.5	a
magnetic	positive	0.5	a
charismatic	positive	0.5	a
cute	positive	0.5	a
cunning	positive	0.5	a
dinky	positive	0.5	a
piquant	positive	0.875	a
engaging	positive	0.875	a
winning	positive	0.625	a
taking	positive	0.625	a
fetching	positive	0.625	a
showy	negative	-0.375	a
glossy	negative	-0.375	a
spellbinding	positive	0.375	a
mesmerizing	positive	0.375	a
mesmeric	positive	0.375	a
hypnotic	positive	0.375	a
irresistible	positive	0.625	a
irresistible	negative	-0.125	a
personable	positive	0.625	a
photogenic	positive	0.5	a
prepossessing	positive	0.5	a
winsome	positive	0.625	a
unattractive	positive	0.5	a
unattractive	negative	-0.25	a
plain	positive	0.375	a
plain	negative	-0.25	a
homely	positive	0.375	a
homely	negative	-0.25	a
subfusc	positive	0.125	a
subfusc	negative	-0.25	a
unpresentable	negative	-0.125	a
unprepossessing	negative	-0.125	a
repulsive	positive	0.5	a
appealing	positive	0.25	a
catchy	positive	0.25	a
attention-getting	positive	0.25	a
attractive	positive	0.375	a
unappealing	positive	0.125	a
unappealing	negative	-0.625	a
off-putting	positive	0.25	a
off-putting	negative	-0.5	a
unattractive	positive	0.375	a
attributable	positive	0.625	a
referable	negative	-0.25	a
imputable	negative	-0.25	a
due	negative	-0.25	a
ascribable	negative	-0.25	a
unattributable	positive	0.125	a
unattributable	negative	-0.25	a
unascribable	positive	0.125	a
unascribable	negative	-0.25	a
nonpregnant	negative	-0.125	a
hearable	positive	0.375	a
audible	positive	0.375	a
unhearable	positive	0.125	a
unhearable	negative	-0.5	a
inaudible	positive	0.125	a
inaudible	negative	-0.5	a
voiceless	positive	0.125	a
breathed	positive	0.125	a
infrasonic	positive	0.375	a
unsounded	negative	-0.625	a
silent	negative	-0.625	a
ultrasonic	positive	0.375	a
supersonic	positive	0.375	a
unheard	positive	0.25	a
auspicious	positive	0.625	a
promising	negative	-0.375	a
hopeful	negative	-0.375	a
bright	negative	-0.375	a
rosy	positive	0.75	a
fortunate	positive	0.75	a
unfortunate	positive	0.111	a
unfortunate	negative	-0.889	a
inauspicious	positive	0.111	a
inauspicious	negative	-0.889	a
unpromising	positive	0.125	a
unpromising	negative	-0.5	a
propitious	positive	0.5	a
prosperous	positive	0.75	a
lucky	positive	0.75	a
golden	positive	0.75	a
favourable	positive	0.75	a
favorable	positive	0.75	a
gracious	positive	0.375	a
unpropitious	negative	-0.625	a
ominous	positive	0.25	a
ominous	negative	-0.75	a
inauspicious	positive	0.25	a
inauspicious	negative	-0.75	a
ill	positive	0.25	a
ill	negative	-0.75	a
thunderous	positive	0.125	a
thunderous	negative	-0.875	a
authorized	negative	-0.375	a
authorised	negative	-0.375	a
glorified	positive	0.125	a
glorified	negative	-0.125	a
canonized	positive	0.125	a
canonized	negative	-0.125	a
canonised	positive	0.125	a
canonised	negative	-0.125	a
unauthorized	negative	-0.875	a
unauthorised	negative	-0.875	a
unlicensed	negative	-0.25	a
unlicenced	negative	-0.25	a
unaccredited	negative	-0.25	a
unconstitutional	negative	-0.75	a
self-induced	negative	-0.625	a
semiautomatic	positive	0.375	a
self-loading	positive	0.375	a
autoloading	positive	0.375	a
smart	positive	0.5	a
manual	positive	0.125	a
manual	negative	-0.375	a
available	positive	0.375	a
accessible	positive	0.125	a
acquirable	positive	0.625	a
addressable	positive	0.625	a
easy	positive	0.125	a
forthcoming	positive	0.125	a
procurable	positive	0.625	a
obtainable	positive	0.625	a
gettable	positive	0.625	a
getable	positive	0.625	a
lendable	positive	0.25	a
visible	positive	0.375	a
on hand	positive	0.375	a
open	negative	-0.5	a
unavailable	positive	0.375	a
unavailable	negative	-0.5	a
untouchable	negative	-0.625	a
unprocurable	negative	-0.625	a
unobtainable	negative	-0.625	a
inaccessible	negative	-0.625	a
out of stock	negative	-0.625	a
awake	positive	0.125	a
awake	negative	-0.5	a
watchful	negative	-0.625	a
sleepless	negative	-0.625	a
insomniac	negative	-0.625	a
wide-awake	positive	0.125	a
wide-awake	negative	-0.375	a
unsleeping	positive	0.125	a
unsleeping	negative	-0.375	a
waking	positive	0.25	a
waking	negative	-0.25	a
wakeful	positive	0.25	a
wakeful	negative	-0.25	a
sound asleep	negative	-0.125	a
fast asleep	negative	-0.125	a
somnolent	positive	0.5	a
somnolent	negative	-0.125	a
slumbrous	positive	0.5	a
slumbrous	negative	-0.125	a
slumbery	positive	0.5	a
slumbery	negative	-0.125	a
slumberous	positive	0.5	a
slumberous	negative	-0.125	a
unawakened	negative	-0.25	a
astringent	positive	0.125	a
astringent	negative	-0.25	a
styptic	positive	0.125	a
styptic	negative	-0.375	a
hemostatic	positive	0.125	a
hemostatic	negative	-0.375	a
nonastringent	negative	-0.375	a
cognizant	positive	0.5	a
cognisant	positive	0.5	a
aware	positive	0.5	a
awake	positive	0.625	a
alive	positive	0.625	a
alert	positive	0.625	a
conscious	positive	0.625	a
sensible	positive	0.625	a
unaware	negative	-0.25	a
incognizant	negative	-0.25	a
unmindful	positive	0.125	a
unmindful	negative	-0.25	a
oblivious	positive	0.125	a
oblivious	negative	-0.25	a
unconscious	negative	-0.75	a
unsuspecting	negative	-0.625	a
witting	positive	0.375	a
unwitting	negative	-0.625	a
alarming	negative	-0.5	a
dismaying	negative	-0.5	a
appalling	negative	-0.5	a
ugly	negative	-0.625	a
horrifying	negative	-0.625	a
horrible	negative	-0.625	a
frightful	negative	-0.625	a
atrocious	negative	-0.625	a
terrible	negative	-0.625	a
horrific	negative	-0.625	a
horrendous	negative	-0.625	a
frightening	negative	-0.625	a
fearsome	negative	-0.625	a
fearful	negative	-0.625	a
dreadful	negative	-0.625	a
dreaded	negative	-0.625	a
dread	negative	-0.625	a
direful	negative	-0.625	a
dire	negative	-0.625	a
awful	negative	-0.625	a
threatening	negative	-0.75	a
sinister	negative	-0.75	a
ominous	negative	-0.75	a
minatory	negative	-0.75	a
minacious	negative	-0.75	a
menacing	negative	-0.75	a
forbidding	negative	-0.75	a
baleful	negative	-0.75	a
nightmarish	positive	0.25	a
nightmarish	negative	-0.625	a
hair-raising	positive	0.25	a
hair-raising	negative	-0.625	a
bloodcurdling	positive	0.25	a
bloodcurdling	negative	-0.625	a
shuddery	negative	-0.75	a
shivery	negative	-0.75	a
scary	negative	-0.75	a
scarey	negative	-0.75	a
chilling	negative	-0.75	a
creepy-crawly	negative	-0.5	a
creepy	negative	-0.5	a
unnerving	positive	0.625	a
redoubtable	positive	0.625	a
formidable	positive	0.625	a
sick	positive	0.25	a
sick	negative	-0.625	a
macabre	positive	0.25	a
macabre	negative	-0.625	a
gruesome	positive	0.25	a
gruesome	negative	-0.625	a
grisly	positive	0.25	a
grisly	negative	-0.625	a
grim	positive	0.25	a
grim	negative	-0.625	a
ghastly	positive	0.25	a
ghastly	negative	-0.625	a
hairy	negative	-0.25	a
petrifying	negative	-0.25	a
stupefying	positive	0.25	a
stupefying	negative	-0.125	a
terrifying	negative	-0.625	a
terrific	negative	-0.625	a
unalarming	positive	0.25	a
unalarming	negative	-0.25	a
reassuring	positive	0.5	a
soothing	positive	0.375	a
soothing	negative	-0.125	a
assuasive	positive	0.375	a
assuasive	negative	-0.125	a
assuring	positive	0.5	a
consoling	positive	0.5	a
consoling	negative	-0.5	a
consolatory	positive	0.5	a
consolatory	negative	-0.5	a
comforting	positive	0.5	a
comforting	negative	-0.5	a
worrisome	positive	0.25	a
worrisome	negative	-0.5	a
unreassuring	positive	0.25	a
unreassuring	negative	-0.5	a
leading	positive	0.375	a
hardcover	negative	-0.125	a
hardbound	negative	-0.125	a
hardbacked	negative	-0.125	a
hardback	negative	-0.125	a
high-backed	positive	0.125	a
low-backed	negative	-0.125	a
spiny-backed	negative	-0.125	a
backless	negative	-0.25	a
