term	valence	score
breakup	positive	-0.75
breakups	positive	-0.5
breathlessness	positive	1
breathtaking	positive	0.5
breathtakingly	positive	1
breeze	positive	0.1
bribe	positive	-0.75
bribery	positive	-0.5
bridal	positive	0.6
bride	positive	0.6
bridegroom	positive	0.6
bridesmaid	positive	0.6
brigade	positive	-0.25
bright	positive	0.5
brighten	positive	0.5
brightened	positive	1
brightens	positive	1
brighter	positive	0.6
brightest	positive	0.75
brightly	positive	0.6
brightness	positive	0.5
brilliance	positive	0.5
brilliances	positive	0.8
brilliant	positive	1
brilliantly	positive	1
brimstone	positive	-0.5
brisk	positive	0.5
bristle	positive	-0.5
bristled	positive	-0.6
brittle	positive	-0.6
broader	positive	0.4
broadly	positive	0.4
broke	positive	-0.75
broken	positive	-0.75
broken hearted	negative	-1
brokenhearted	positive	-0.6
brokering	positive	-0.25
brood	positive	-0.6
brooding	positive	-0.8
brothel	positive	-0.8
brother	positive	0.4
brotherhood	positive	1
brotherhoods	positive	0.1
brotherly	positive	0.75
browbeat	negative	-1
browse	positive	0.4
bruise	positive	-0.5
bruised	positive	-0.5
bruises	positive	-0.5
bruising	negative	-1
brunt	positive	-0.6
brusque	positive	-0.8
brutal	positive	-0.5
brutalising	negative	-1
brutalities	negative	-1
brutality	positive	-0.75
brutalize	negative	-1
brutalizing	negative	-1
brutally	negative	-1
brute	positive	-0.5
brutish	negative	-1
bs	negative	-1
buckle	negative	-1
buckled	positive	-0.25
buddy	positive	1
budge	positive	-0.4
bug	positive	-0.5
bugging	positive	-0.5
buggy	negative	-1
bugs	negative	-1
build	positive	0.1
building	positive	0.1
bulged	positive	-0.25
bulging	positive	-0.4
bulkier	negative	-1
bulkiness	negative	-1
bulky	negative	-1
bulkyness	negative	-1
bull	negative	-1
bulletproof	positive	0.5
bullied	positive	-0.5
bullies	negative	-1
bullish	positive	-0.8
bullshit	positive	-0.5
bullshyt	negative	-1
bully	positive	-0.75
bullying	positive	-0.75
bullyingly	negative	-1
bum	positive	-0.5
bummer	positive	-0.5
bump	negative	-1
bumped	negative	-1
bumping	negative	-1
bumpping	negative	-1
bumps	negative	-1
bumpy	positive	-0.5
bungle	positive	-0.8
bungler	positive	-0.8
bungling	positive	-0.8
bunk	positive	-0.25
buoyant	positive	0.5
burden	positive	-0.75
burdened	negative	-1
burdening	negative	-1
burdens	positive	-0.5
burdensome	positive	-0.5
burdensomely	negative	-1
burgeoned	positive	0.4
burglar	negative	-1
burglary	negative	-1
burial	positive	-0.5
buried	positive	-0.6
burn	positive	-0.4
burned	positive	-0.6
burning	positive	-0.4
burns	positive	-0.4
burnt	positive	-0.5
burrowing	positive	-0.25
burying	positive	-0.25
bust	positive	-0.25
busted	positive	-0.8
busts	positive	-0.25
busy work	negative	-1
busybody	negative	-1
butcher	positive	-0.5
butchery	positive	-0.8
butler	positive	0.4
butt	positive	-0.25
buttery	positive	0.6
butting	positive	-0.6
buxom	positive	0.25
buzz	positive	0.25
buzzing	negative	-1
byzantine	negative	-1
cackle	negative	-1
cacophony	positive	-0.25
cad	positive	-0.4
cadaver	positive	-0.6
cage	positive	-0.6
caged	positive	-0.8
cagey	positive	-0.6
cajole	positive	1
caked	positive	-0.25
calamities	negative	-1
calamitous	negative	-1
calamitously	negative	-1
calamity	negative	-1
calculating	positive	-0.25
calculation	positive	0.25
calibrated	positive	0.25
callous	positive	-0.5
calloused	positive	-0.8
calm	positive	0.75
calmed	positive	1
calming	positive	0.5
calmness	positive	1
calms	positive	1
calumniate	negative	-1
calumniation	negative	-1
calumnies	negative	-1
calumnious	negative	-1
calumniously	negative	-1
calumny	negative	-1
cameos	positive	0.4
campaigning	positive	-0.25
camping	positive	0.1
campus	positive	0.25
cancel	positive	-0.75
cancelled	positive	-0.8
cancelling	positive	-0.8
cancels	positive	-0.8
cancer	positive	-0.75
cancerous	negative	-1
candid	positive	0.6
candidate	positive	0.25
candied	positive	0.6
candlelit	positive	0.6
canker	negative	-1
cannibal	positive	-0.5
cannibalism	negative	-1
cannibalistically	negative	-1
cannibalize	negative	-1
cannon	positive	-0.4
canon	positive	-0.25
capabilities	positive	0.25
capability	positive	0.6
capable	positive	0.5
capably	positive	1
capitulate	positive	-0.6
capricious	positive	-0.4
capriciously	positive	-0.4
capriciousness	positive	-0.4
capsize	negative	-1
captivate	positive	0.5
captivated	positive	0.4
captivating	positive	0.5
captive	positive	-0.5
captives	positive	-0.6
captivity	positive	-0.6
captor	positive	-0.5
captors	positive	-0.6
capture	positive	-0.6
carcass	negative	-1
care	positive	1
careers	positive	0.25
carefree	positive	0.5
careful	positive	0.25
carefully	positive	0.25
careless	positive	-0.5
carelessness	positive	-0.5
cares	positive	1
caress	positive	0.8
caressing	positive	0.8
caretaker	positive	0.1
caricature	positive	-0.75
carnage	positive	-0.75
carnal	positive	-0.4
carousing	positive	0.1
carp	negative	-1
cartel	positive	-0.25
cartoonish	negative	-1
cartridge	positive	-0.25
cash	positive	0.4
cash strapped	negative	-1
cashback	positive	0.8
cashbacks	positive	1
casino	positive	-0.25
casket	positive	-0.25
caste	positive	-0.25
castigate	negative	-1
castrated	negative	-1
casualty	positive	-0.75
cataclysm	negative	-1
cataclysmal	negative	-1
cataclysmic	negative	-1
cataclysmically	negative	-1
cataract	positive	-0.6
catastrophe	positive	-0.75
catastrophes	negative	-1
catastrophic	positive	-0.5
catastrophically	negative	-1
catastrophies	negative	-1
catchy	positive	0.8
cater	positive	-0.1
cathartic	positive	1
catheter	positive	-0.6
catlike	positive	0.25
caustic	negative	-1
caustically	negative	-1
caution	positive	-0.25
cautionary	positive	-0.4
cave	negative	-1
caved	positive	-0.4
cavern	positive	-0.25
cavernous	positive	-0.4
cavity	positive	-0.4
cede	positive	-0.25
celebrate	positive	0.5
celebrated	positive	1
celebrates	positive	0.8
celebrating	positive	0.75
celebration	positive	0.75
celebratory	positive	0.8
celestial	positive	0.4
cellular	positive	0.25
cemetery	positive	-0.5
censor	positive	-0.5
censored	positive	-0.8
censors	positive	-0.8
censure	positive	-0.5
center	positive	0.25
cerebral	positive	0.1
ceremony	positive	0.6
certainty	positive	0.8
certificate	positive	0.6
cessation	positive	-0.4
chafe	negative	-1
chaff	positive	-0.5
chafing	negative	-1
chagrin	positive	-0.75
chagrined	negative	-1
chained	positive	-0.6
chairman	positive	0.25
chairwoman	positive	0.25
challenge	positive	-0.25
challenging	negative	-1
champ	positive	1
champion	positive	0.5
chance	positive	0.25
chances	positive	0.25
chaos	positive	-0.75
chaotic	positive	-0.75
chapped	negative	-1
charade	positive	-0.25
chargeable	positive	-0.25
charisma	positive	1
charismatic	positive	1
charitable	positive	0.5
charity	positive	0.8
charm	positive	0.75
charming	positive	1
charmingly	positive	1
charmless	positive	-0.6
chaste	positive	1
chasten	positive	-0.4
chastise	positive	-0.5
chastised	negative	-1
chastisement	positive	-0.5
chastises	negative	-1
chastising	negative	-1
chastity	positive	0.25
chatter	positive	-0.25
chatterbox	negative	-1
chattering	positive	-0.25
chatty	positive	-0.25
chauffeured	positive	0.25
cheap	positive	-0.5
cheapen	positive	-0.8
cheaper	positive	1
cheapest	positive	1
cheaply	positive	-0.4
cheat	positive	-0.75
cheated	positive	-0.5
cheater	positive	-0.75
cheaters	positive	-0.5
cheating	negative	-1
cheats	positive	-0.75
checkered	negative	-1
checklist	positive	0.1
cheer	positive	0.75
cheered	positive	0.8
cheerful	positive	0.75
cheerfully	positive	1
cheerfulness	positive	1
cheering	positive	0.5
cheerless	positive	-0.5
cheers	positive	1
cheery	positive	1
cheesy	positive	0.25
cherish	positive	0.75
cherished	positive	0.5
cherishes	positive	1
cherishing	positive	1
cherub	positive	0.6
chic	positive	0.5
chide	negative	-1
chieftain	positive	0.25
child	positive	0.6
childhood	positive	0.6
childish	positive	-0.75
childlike	positive	0.6
chill	positive	-0.1
chilling	positive	-0.4
chilly	positive	-0.5
chintzy	positive	-0.8
chivalrous	positive	0.8
chivalry	positive	1
chloroform	positive	-0.6
chocolate	positive	0.6
chocolates	positive	0.6
choice	positive	0.4
choir	positive	0.4
choke	positive	-0.75
choked	negative	-1
chokes	negative	-1
choking	positive	-0.5
cholera	positive	-0.25
choleric	negative	-1
cholesterol	positive	-0.25
chop	positive	-0.25
chopped	positive	-0.25
choppy	negative	-1
choral	positive	0.4
chore	positive	-0.5
chorus	positive	0.25
chosen	positive	0.6
chronic	positive	-0.5
chronicle	positive	0.1
chuckle	positive	0.5
chunky	negative	-1
church	positive	0.1
cigarette	positive	-0.25
circus	positive	0.1
citywide	positive	-0.25
civil	positive	0.8
civility	positive	0.75
civilization	positive	0.6
civilize	positive	0.25
civilized	positive	1
clairvoyant	positive	0.25
clambering	positive	-0.25
clamor	positive	-0.5
clamoring	positive	-0.6
clamorous	negative	-1
clamped	positive	-0.4
clamping	positive	-0.4
clanks	positive	-0.25
clap	positive	0.25
clapped	positive	0.25
clarifies	positive	0.8
clarify	positive	0.8
clarity	positive	0.5
clash	positive	-0.75
clashes	positive	-0.8
clashing	negative	-1
clasp	positive	-0.25
classic	positive	0.5
classical	positive	0.6
classics	positive	0.8
classify	positive	0.4
classy	positive	0.75
claustrophobic	negative	-1
claw	positive	-0.6
clean	positive	0.75
cleaner	positive	0.5
cleanest	positive	0.8
cleaning	positive	0.6
cleanliness	positive	0.5
cleanly	positive	0.5
cleans	positive	0.6
cleanse	positive	0.8
cleansing	positive	0.5
clear	positive	0.5
clear cut	positive	1
clearance	positive	0.4
clearcut	positive	0.8
cleared	positive	0.5
clearer	positive	0.8
clearly	positive	0.5
clearness	positive	0.8
clears	positive	0.5
clerical	positive	-0.25
clever	positive	0.75
cleverest	positive	0.8
cleverly	positive	0.8
cleverness	positive	0.8
cliche	positive	-0.5
cliched	positive	-0.5
climax	positive	0.8
cling	positive	-0.4
clingy	negative	-1
clique	positive	-0.5
clods	positive	-0.4
clog	positive	-0.6
clogged	positive	-0.5
clogging	positive	-0.6
clogs	negative	-1
clomped	positive	-0.6
closeness	positive	0.25
clot	positive	-0.4
clothe	positive	0.6
clotting	positive	-0.4
cloud	positive	-0.25
clouded	positive	-0.5
cloudiness	positive	-0.25
clouding	positive	-0.25
cloudy	positive	-0.25
clown	positive	0.1
clubbed	positive	-0.25
clubhouse	positive	0.6
clueless	positive	-0.5
clump	positive	-0.25
clumped	positive	-0.4
clumsy	positive	-0.75
clunky	positive	-0.4
clusters	positive	-0.25
coalition	positive	0.1
coarse	positive	-0.6
coast	positive	0.6
cocaine	positive	-0.25
cock	positive	-0.25
cocksucker	negative	-1
cocksuckers	negative	-1
cocky	positive	-0.75
coddled	positive	-0.25
codebreaker	positive	0.25
coerce	positive	-0.5
coerced	negative	-1
coercion	positive	-0.5
coercive	negative	-1
coexist	positive	0.8
coffin	positive	-0.6
cogent	positive	0.4
cognitive	positive	0.4
cognoscenti	positive	0.25
cohere	positive	0.4
coherence	positive	0.5
coherent	positive	0.75
cohesive	positive	0.5
cold	positive	-0.5
coldly	positive	-0.75
coldness	positive	-0.5
colic	positive	-0.25
collapse	positive	-0.75
collapsed	positive	-0.8
collapses	positive	-0.8
collapsing	positive	-0.5
collective	positive	-0.25
collectively	positive	0.1
collide	positive	-0.5
collides	positive	-0.25
colliding	positive	-0.25
collision	positive	-0.5
collisions	positive	-0.25
collude	positive	-0.6
colluded	positive	-0.6
colluding	positive	-0.6
collusion	positive	-0.5
colorful	positive	0.6
colorless	positive	-0.25
coma	negative	-1
comatose	negative	-1
combat	positive	-0.5
combatant	positive	-0.6
combative	positive	-0.5
combats	positive	-0.6
combust	positive	-0.6
comedy	positive	0.5
comely	positive	0.6
comfort	positive	0.75
comfortable	positive	0.5
comfortably	positive	1
comforting	positive	0.5
comforts	positive	1
comfy	positive	1
comical	positive	0.5
commemorate	positive	0.8
commemoration	positive	0.8
commemorative	positive	0.8
commencement	positive	0.6
commend	positive	0.75
commendable	positive	0.5
commendably	positive	1
commended	positive	1
commentator	positive	0.25
commiserate	positive	-0.25
commit	positive	-0.25
commitment	positive	0.5
commits	positive	-0.25
committal	positive	-0.25
committed	positive	0.5
committing	positive	0.1
commodious	positive	1
commonplace	positive	0.4
commotion	positive	-0.5
commotions	positive	-0.6
communal	positive	-0.25
communicate	positive	0.6
communicative	positive	0.6
communion	positive	0.6
communism	positive	-0.25
communist	positive	-0.5
community	positive	0.6
commute	positive	-0.25
compact	positive	0.4
compactly	positive	0.4
companion	positive	0.5
companionship	positive	1
compartmentalize	positive	-0.25
compassion	positive	0.75
compassionate	positive	0.75
compatibility	positive	0.6
compatible	positive	0.5
compelled	positive	0.25
compelling	positive	0.6
compensate	positive	0.6
compensatory	positive	0.4
compete	positive	0.4
competence	positive	0.8
competency	positive	0.8
competent	positive	0.5
competition	positive	-0.25
competitive	positive	0.5
complacent	positive	-0.5
complain	positive	-0.75
complained	positive	-0.75
complaining	negative	-1
complains	positive	-0.5
complaint	positive	-0.75
complaints	negative	-1
complement	positive	0.5
complementary	positive	0.5
complemented	positive	1
complements	positive	1
completely	positive	0.4
completeness	positive	1
completing	positive	0.8
completion	positive	0.8
complex	positive	0.25
complexity	positive	0.25
compliance	positive	0.1
compliant	positive	0.5
complicate	positive	-0.4
complicated	positive	-0.5
complication	positive	-0.5
complicit	positive	-0.5
compliment	positive	0.5
complimentary	positive	0.8
compliments	positive	0.25
compose	positive	0.25
composed	positive	0.8
composing	positive	0.4
composure	positive	0.8
compounding	positive	-0.25
comprehend	positive	0.8
comprehensive	positive	0.75
compressing	positive	-0.25
compromised	positive	0.4
compromises	positive	-0.25
compulsion	positive	-0.5
compulsive	positive	-0.8
compulsory	positive	-0.4
comrade	positive	1
con	positive	-0.25
conceal	positive	-0.6
concealed	positive	-0.5
concealment	positive	-0.8
concede	positive	-0.4
conceded	positive	-0.4
conceit	positive	-0.5
conceited	positive	-0.5
conceived	positive	0.6
concen	negative	-1
concens	negative	-1
concept	positive	0.4
concern	positive	-0.6
concerned	positive	-0.6
concerns	positive	-0.6
concession	positive	-0.4
concessions	positive	-0.25
conciliate	positive	0.5
conciliated	positive	0.6
conciliates	positive	0.6
conciliating	positive	0.6
conciliation	positive	0.6
conciliatory	positive	0.6
concise	positive	1
concluding	positive	0.25
concoct	positive	-0.25
concordance	positive	0.8
concurred	positive	1
concusses	positive	-0.8
concussion	negative	-1
condemn	positive	-0.75
condemnable	negative	-1
condemnation	positive	-0.75
condemned	positive	-0.5
condemns	positive	-0.5
condescend	negative	-1
condescending	positive	-0.75
condescendingly	negative	-1
condescension	positive	-0.75
condolence	positive	-0.4
condone	positive	-0.25
conducive	positive	0.8
conductivity	positive	0.4
confederate	positive	-0.4
confess	positive	-0.5
confesses	positive	-0.25
confession	positive	-0.75
confessions	positive	-0.25
confide	positive	-0.25
confidence	positive	0.75
confident	positive	0.8
confidently	positive	0.8
confine	positive	-0.25
confined	positive	-0.5
confinement	positive	-0.5
confirmed	positive	0.5
confiscate	positive	-0.8
confiscation	positive	-0.8
conflagration	negative	-1
conflict	negative	-1
conflicted	negative	-1
conflicting	positive	-0.75
conflictive	negative	-1
conflicts	positive	-0.5
conformance	positive	-0.4
confound	positive	-0.5
confounded	positive	-0.5
confounding	positive	-0.4
confraternity	positive	0.8
confront	positive	-0.6
confrontation	negative	-1
confrontational	negative	-1
confronted	positive	-0.6
confronts	positive	-0.6
confuse	positive	-0.75
confused	positive	-0.5
confuses	positive	-0.8
confusing	positive	-0.5
confusion	positive	-0.5
confusions	negative	-1
congenial	positive	0.5
congested	negative	-1
congestion	positive	-0.5
congrats	positive	1
congratulate	positive	0.5
congratulating	positive	1
congratulation	positive	0.5
congratulations	positive	0.75
congratulatory	positive	0.5
congregation	positive	0.25
congruence	positive	0.4
connections	positive	0.6
conniving	negative	-1
connoisseur	positive	0.6
cons	negative	-1
conscientious	positive	0.5
consciousness	positive	0.4
conscons	negative	-1
consecration	positive	0.4
consensus	positive	0.6
consent	positive	0.8
consents	positive	0.8
consequences	positive	-0.8
conservation	positive	0.8
conservative	negative	-1
conserve	positive	0.8
considerable	positive	0.1
considerate	positive	0.75
considerations	positive	0.8
consigned	positive	0.4
consisted	positive	0.4
consistency	positive	0.1
consistent	positive	0.8
consistently	positive	0.8
consolable	positive	0.4
console	positive	0.25
consoling	positive	0.4
consorting	positive	-0.4
conspicuous	positive	-0.4
conspicuously	positive	-0.5
conspiracies	negative	-1
conspiracy	positive	-0.5
conspirator	positive	-0.5
conspiratorial	positive	-0.8
conspire	positive	-0.5
conspired	negative	-1
constancy	positive	0.5
consternation	positive	-0.75
constipation	negative	-1
constitutional	positive	0.8
constrain	positive	-0.8
constrained	positive	-0.5
constraint	positive	-0.8
construct	positive	0.6
constructive	positive	1
constructs	positive	0.6
consummate	positive	0.5
contact	positive	0.4
contagion	positive	-0.5
contagions	negative	-1
contagious	positive	-0.75
contaminate	positive	-0.5
contaminated	positive	-0.5
contaminates	negative	-1
contaminating	negative	-1
contamination	positive	-0.5
contemplation	positive	0.25
contemporary	positive	0.4
